transaction_id,store_id,transaction_timestamp,cashier_id,customer_id,payment_method,total_amount,discount_amount,tax_amount
POS013379,27,2024/06/06 10:55,C0142,,CREDIT,1083.02,1.54,113.74
POS013380,15,2024-08-12 21:41:43,C0303,,Debit,1269.87,175.19,141.88
POS013381,27,2024/08/02 03:52,C0496,,Credit,445.4,3.59,40.91
POS013382,3,2024/10/01 13:06,C0060,CUST06319,Gift Card,1355.95,215.91,87.49
POS013383,5,2024/07/14 22:08,C0193,,Debit,1015.8,44.69,80.9
POS013384,11,27/01/2024 05:14,,,Debit,153.58,24.39,15.79
POS013385,12,2024-06-01 17:02:41,C0207,,CREDIT,293.32,11.87,22.02
POS013386,22,2024/06/04 08:29,C0007,CUST07507,DEBIT,740.17,135.51,67.32
POS013387,3,2024-02-09,C0285,,Credit,665.69,164.5,43.59
POS013388,19,2024-04-13,C0157,CUST02982,Credit,469.12,101.19,22.93
POS013389,4,2024/10/01 11:26,C0467,,CASH,144.77,26.51,9.35
POS013390,5,11-29-2024 11:55 AM,C0001,CUST03177,DEBIT,572.93,131.71,44.22
POS013391,30,2024-07-14,C0460,,CASH,792.17,76.06,42.55
POS013392,13,06/10/2024 06:04,C0467,,Debit,522.07,37.53,59.08
POS013393,30,2024-07-23 18:47:14,C0349,,Gift Card,1072.2,35.32,89.6
POS013394,16,2024-04-08 21:18:37,,,Debit,509.7,44.17,39.37
POS013395,10,2024-04-05,C0492,CUST02181,CASH,480.5,26.66,47.3
POS013396,29,2024/12/14 14:37,C0216,CUST04596,Cash,700.89,72.9,53.09
POS013397,20,04/05/2024 03:02,C0376,CUST09680,CASH,521.39,55.69,55.23
POS013398,1,2024-07-21 10:54:47,C0128,,credit,917.58,142.46,68.09
POS013399,27,2024-04-05,C0367,CUST05063,credit,971.17,157.68,88.76
POS013400,10,2024-11-22,C0196,CUST07065,Debit,131.47,10.27,13.43
POS013401,16,11-22-2024 10:26 AM,C0093,,Debit,1268.86,197.36,101.66
POS013402,14,03-17-2024 08:04 PM,C0482,CUST04837,Debit,184.25,7.75,11.69
POS013403,10,20/05/2024 15:47,C0324,CUST09329,Cash,699.46,30.89,43.56
POS013404,21,03-16-2024 10:09 PM,C0488,,Gift Card,786.26,10.07,38.73
POS013405,19,2024-03-09 21:14:59,C0112,CUST07140,Mobile Pay,430.63,66.53,29.33
POS013406,18,05/07/2024 17:08,C0146,,CASH,228.27,14.52,23.95
POS013407,27,2024-06-07 09:26:49,C0374,CUST01308,Debit,886.56,36.17,58.17
POS013408,21,2024-03-09 07:20:53,C0495,,Cash,1216.31,89.29,108.99
POS013409,4,2024/03/10 09:33,C0314,CUST00855,credit,693.39,159.86,76.45
POS013410,29,08-21-2024 08:14 PM,C0484,CUST00492,Mobile Pay,189.53,33.51,13.61
POS013411,21,2024/07/29 18:59,C0198,CUST00993,credit,739.34,55.66,83.82
POS013412,21,2024-09-19 04:33:30,,,Debit,178.48,36.33,11.04
POS013413,24,16/02/2024 12:21,C0341,,CREDIT,708.53,102.67,68.94
POS013414,25,2024-03-29,,CUST08684,Cash,1021.68,279.95,57.31
POS013415,7,2024-04-05,C0187,CUST04684,Gift Card,772.92,60.76,48.6
POS013416,2,2024-07-18 14:00:22,,CUST06479,credit,568.63,25.3,65.33
POS013417,15,22/04/2024 15:21,,CUST09665,Credit,1199.82,115.03,91.73
POS013418,14,05-12-2024 02:15 AM,C0332,CUST07859,Cash,580.55,31.04,41.83
POS013419,26,04/06/2024 01:55,,,CASH,930.61,237.03,69.89
POS013420,15,2024/10/30 08:38,C0465,,Mobile Pay,966.94,115.45,106.72
POS013421,24,2024/03/13 08:41,C0098,,Credit,932.03,38.7,81.11
POS013422,6,06/02/2024 22:49,,CUST02417,Cash,468.67,5.74,45.67
POS013423,14,11/08/2024 20:24,,CUST04568,DEBIT,511.71,46.41,33.2
POS013424,8,10-11-2024 09:27 PM,C0022,,CASH,628.21,172.4,69.05
POS013425,8,2024-10-16 11:37:07,C0320,CUST06332,CREDIT,921.43,62.06,91.72
POS013426,17,04/06/2024 17:12,C0105,CUST08058,Mobile Pay,942.6,133.21,99.75
POS013427,7,2024/01/23 01:27,C0498,CUST03603,Cash,618.8,183.2,49.6
POS013428,13,2024/12/05 15:09,C0274,CUST08351,Mobile Pay,854.97,26.46,48.39
POS013429,19,2024-03-26,C0051,CUST06623,Credit,568.92,71.51,27.5
POS013430,20,25/02/2024 09:22,,CUST06577,Cash,825.71,38.91,82.4
POS013431,9,2024/04/08 03:46,C0491,,Gift Card,109.67,22.18,12.3
POS013432,16,2024-07-14 19:35:23,C0335,,Credit,881.82,129.56,83.88
POS013433,15,2024-04-13,,CUST00867,CREDIT,843.87,84.04,96.53
POS013434,21,03-21-2024 07:27 AM,C0155,CUST09527,credit,971.82,2.56,77.17
POS013435,15,06-23-2024 04:11 PM,C0197,CUST08140,CREDIT,1092.1,304.93,67.76
POS013436,17,08-17-2024 04:36 PM,C0295,CUST00336,DEBIT,582.96,34.75,61.11
POS013437,28,04-18-2024 01:45 PM,C0070,,CREDIT,880.45,240.2,72.56
POS013438,15,2024-06-14,C0215,CUST03271,CASH,1074.45,183.27,121.49
POS013439,15,2024-01-23 14:09:19,C0431,,DEBIT,1284.34,297.8,108.3
POS013440,21,06-24-2024 06:52 AM,,CUST05248,CASH,1114.69,300.66,53.1
POS013441,29,17/03/2024 05:55,C0188,CUST02807,Gift Card,299.22,74.97,17.3
POS013442,16,2024/11/10 14:48,C0241,,DEBIT,1458.25,64.05,114.59
POS013443,25,08/06/2024 19:04,C0403,CUST02209,Debit,740.1,44.25,49.5
POS013444,16,2024/12/29 22:53,C0230,,Gift Card,155.27,22.79,15.37
POS013445,13,07/01/2024 03:28,C0372,,Mobile Pay,1044.76,19.32,71.22
POS003395,5,2024-02-06,C0066,CUST01413,CASH,231.61,26.91,15.03
POS013447,11,2024-12-30,C0319,CUST09158,Debit,508.54,46.87,56.29
POS013448,22,2024/12/08 07:54,C0203,CUST01779,Mobile Pay,1080.99,234.13,55.72
POS013449,6,2024-11-16 02:43:55,C0316,CUST08308,CREDIT,685.58,99.17,77.47
POS013450,11,23/04/2024 16:46,C0498,CUST03683,DEBIT,430.26,73.68,38.01
POS013451,25,2024-07-28,C0028,,Credit,953.87,203.86,108.18
POS013452,6,2024/06/21 04:56,C0298,,DEBIT,748.07,182.36,41.51
POS013453,21,15/09/2024 02:56,C0225,,CASH,768.17,96.74,43.13
POS013454,27,2024-09-11,C0180,CUST04457,Debit,733.12,97.89,76.11
POS013455,20,2024/12/27 22:19,C0234,CUST04220,Debit,1097.31,143.31,112.82
POS013456,7,2024/06/23 08:16,C0386,,Credit,723.63,174.09,78.43
POS013457,28,12-18-2024 04:50 AM,C0181,,Gift Card,749.77,153.7,67.99
POS013458,30,2024-05-05,C0149,,Mobile Pay,323.15,7.16,28.56
POS013459,20,2024-09-09 02:15:18,C0472,CUST03102,Cash,1504.62,392.97,94.21
POS013460,20,12/09/2024 21:42,C0484,CUST08429,DEBIT,1404.23,67.44,87.24
POS013461,6,2024-09-03 11:23:29,C0421,CUST02436,Credit,595.27,126.89,54.49
POS013462,30,2024/03/22 19:38,C0124,,CASH,529.97,13.91,45.09
POS013463,10,14/10/2024 17:23,C0024,CUST03047,Gift Card,213.36,3.96,14.23
POS013464,23,29/03/2024 17:24,C0458,CUST00791,Cash,179.53,19.01,9.9
POS013465,10,2024-08-07,C0310,CUST06938,CREDIT,724.14,33.22,42.13
POS013466,19,2024/12/12 23:50,C0064,,Debit,1043.48,115.57,118.06
POS013467,16,2024-10-25 15:17:14,,,Debit,732.82,114.7,77.23
POS013468,4,2024-09-18,C0074,CUST00132,Credit,719.03,10.88,78.51
POS013469,24,10-01-2024 08:34 PM,C0500,CUST07562,Credit,1198.85,108.67,136.2
POS013470,6,24/07/2024 06:22,C0387,,Gift Card,453.23,113.28,22.75
POS013471,11,27/01/2024 03:50,C0218,,Gift Card,964.56,30.14,91.79
POS013472,24,2024/08/28 04:50,C0222,,Gift Card,760.99,216.75,66.06
POS013473,8,2024/08/04 06:26,,,credit,226.34,37.28,22.1
POS013474,30,2024-05-09,C0449,,CASH,701.25,16.63,43.35
POS013475,19,2024/11/03 10:06,C0118,,Mobile Pay,479.82,118.81,42.74
POS013476,10,2024-05-30 15:19:56,C0370,CUST04138,CREDIT,1116.24,89.21,122.13
POS013477,16,2024-11-28 15:17:06,C0458,,Mobile Pay,289.43,63.8,16.89
POS013478,26,2024-08-22,C0271,CUST05268,Debit,258.21,34.96,18.31
POS013479,6,2024-01-15 19:50:49,,,Gift Card,425.45,1.01,44.36
POS013480,18,2024-02-15 21:18:30,C0275,CUST06000,Credit,643.09,15.77,62.12
POS013481,16,2024-08-14 06:19:37,C0164,,CASH,1052.47,27.86,55.82
POS013482,6,09-09-2024 11:43 PM,,CUST04683,Credit,506.56,99.94,27.91
POS013483,11,2024/11/19 08:19,C0105,CUST01476,Debit,904.27,15.96,43.1
POS013484,7,2024-11-18,C0042,CUST08814,Gift Card,1329.69,289.06,97.28
POS013485,24,29/07/2024 11:46,C0256,,Mobile Pay,230.21,2.97,17.7
POS013486,10,2024-12-25,C0352,CUST07752,CASH,450.35,43.91,45.82
POS013487,5,2024-12-30 05:42:30,C0036,CUST01645,credit,584.49,119.56,52.55
POS013488,26,09-01-2024 03:04 PM,,CUST07437,CREDIT,583.86,55.06,44.5
POS013489,10,2024-07-13 05:50:32,C0037,CUST01294,Mobile Pay,435.81,24.92,48.34
POS013490,15,12-12-2024 09:36 PM,C0054,CUST02132,Credit,617.12,154.74,35.49
POS013491,18,2024-12-15 10:01:04,C0358,CUST04836,Debit,510.2,42.82,48.75
POS013492,20,2024/03/02 10:27,C0412,CUST07897,Credit,293.58,3.94,30.02
POS013493,15,2024/10/25 23:31,C0421,,Cash,937.17,113.24,94.54
POS013494,28,01-05-2024 03:29 AM,C0169,CUST03430,DEBIT,196.05,42.73,11.67
POS013495,22,11-09-2024 09:55 AM,C0078,CUST07276,CASH,207.31,51.14,22.96
POS013496,12,2024-05-13,C0462,CUST09808,Debit,843.56,37.36,93.31
POS013497,13,06-28-2024 03:54 AM,C0382,CUST04225,Mobile Pay,538.35,19.53,40.38
POS013498,30,06-20-2024 11:19 PM,C0076,CUST05968,Cash,816.11,24.86,45.36
POS013499,14,2024/12/03 06:22,C0080,,Credit,646.47,42.86,61.66
POS013500,12,03-30-2024 12:57 AM,C0125,,Gift Card,514.6,15.54,42.64
POS013501,26,04-25-2024 06:33 AM,C0044,,Cash,842.34,64.85,51.94
POS013502,12,2024/07/31 19:05,C0134,,DEBIT,376.05,92.64,42.5
POS013503,15,09/01/2024 22:48,C0496,,Cash,318.11,79.13,34.34
POS013504,5,22/03/2024 04:20,C0036,,Credit,303.91,29.75,18.6
POS013505,22,2024-06-10,C0447,,Debit,1027.98,235.07,73.12
POS013506,28,2024-03-16 17:08:49,C0007,,credit,383.24,34.87,30.22
POS013507,2,2024-12-07,C0404,CUST01309,Credit,753.12,135.57,52.29
POS013508,24,07/11/2024 20:19,C0365,,Cash,692.47,183.34,36.71
POS013509,6,2024-02-27 04:11:41,C0311,,CREDIT,704.44,177.68,70.02
POS013510,9,2024-07-18,C0212,,DEBIT,605.32,5.15,48.43
POS013511,30,19/08/2024 00:14,C0492,CUST02298,Debit,641.84,57.89,30.75
POS013512,29,2024-11-01,C0261,,CREDIT,417.68,122.58,20.26
POS013513,9,2024/05/02 02:24,C0035,,DEBIT,1011.15,167.48,97.38
POS013514,9,01-07-2024 09:38 AM,C0059,CUST06594,Mobile Pay,639.0,54.54,50.0
POS013515,14,2024/07/27 15:27,C0091,CUST09173,Cash,1188.1,222.41,121.67
POS013516,15,12/05/2024 03:59,C0205,CUST01118,Debit,627.75,112.97,64.64
POS013517,20,2024-12-10,,CUST07949,CASH,1447.49,359.41,70.79
POS013518,24,03-12-2024 07:40 PM,C0230,CUST07537,credit,428.76,9.41,39.32
POS013519,5,2024/11/02 05:26,C0268,CUST08505,Debit,323.87,54.54,30.82
POS013520,1,2024-11-25 23:32:22,C0227,,Credit,472.31,103.15,27.91
POS013521,19,2024-01-25 02:05:38,C0101,CUST03128,credit,490.11,33.44,37.59
POS013522,24,2024-05-10 16:14:56,C0334,,Mobile Pay,714.86,13.94,59.32
POS013523,15,2024/09/21 14:00,C0324,,Cash,760.72,218.27,81.02
POS013524,20,26/12/2024 13:42,C0104,CUST04460,CASH,1178.09,2.4,116.51
POS013525,20,2024-11-15,C0399,CUST01505,Cash,645.44,86.46,59.48
POS013526,17,2024-06-07 04:21:26,C0134,,Debit,532.73,38.14,49.32
POS013527,18,2024/04/28 03:55,C0384,,Gift Card,1248.74,219.54,129.11
POS013528,2,2024-02-16 10:37:33,C0334,CUST03063,Mobile Pay,643.51,87.89,69.19
POS013529,11,11-27-2024 09:19 PM,C0391,CUST01172,Credit,691.18,193.95,70.72
POS013530,28,04/11/2024 15:31,C0385,CUST03791,Credit,1349.86,98.03,104.96
POS013531,24,12-30-2024 12:41 PM,C0356,CUST09107,CREDIT,812.71,175.85,87.12
POS013532,6,2024-08-02,C0485,CUST02575,Gift Card,425.98,99.7,27.07
POS013533,26,2024-11-17 02:27:59,C0231,,Mobile Pay,935.74,38.61,67.42
POS013534,14,2024/06/22 21:42,C0212,,Mobile Pay,591.61,114.38,51.13
POS013535,30,2024-02-03,C0436,,credit,576.45,126.74,53.81
POS013536,10,21/04/2024 19:58,C0153,,Credit,647.26,135.74,32.7
POS013537,17,04-15-2024 09:40 PM,C0166,CUST07267,Debit,1390.54,342.04,122.66
POS013538,22,16/10/2024 21:24,C0011,CUST09699,Debit,1215.51,268.96,139.47
POS013539,8,07-02-2024 07:11 AM,C0032,CUST09309,CREDIT,773.1,45.74,69.79
POS013540,21,2024/12/20 21:30,C0107,CUST03313,Mobile Pay,439.93,132.41,25.04
POS013541,23,2024-10-23,C0004,CUST02868,Gift Card,970.68,70.13,83.62
POS013542,14,19/05/2024 23:04,C0261,CUST01099,Cash,364.37,7.36,22.87
POS013543,22,21/08/2024 22:22,,CUST08406,Cash,1150.65,252.7,88.03
POS013544,21,2024-03-23,,,CASH,1106.42,53.02,59.25
POS013545,4,13/03/2024 10:05,,CUST00426,Mobile Pay,491.5,78.01,46.82
POS013546,14,2024-03-03 23:33:38,C0288,CUST01697,Mobile Pay,396.35,109.62,32.3
POS013547,11,10-03-2024 05:54 PM,C0039,,DEBIT,182.0,41.21,20.21
POS013548,12,2024/06/30 01:20,C0014,,Gift Card,554.26,67.79,40.55
POS013549,14,2024/06/11 15:32,C0199,CUST09658,Gift Card,723.52,60.43,64.85
POS013550,19,2024-11-20,C0261,CUST08701,Mobile Pay,356.94,66.97,20.55
POS013551,27,22/08/2024 08:24,C0011,CUST08141,CREDIT,1024.23,54.73,70.44
POS013552,24,2024/10/03 18:16,C0248,CUST07889,Gift Card,46.26,7.51,2.72
POS013553,27,2024/02/04 18:26,,CUST03523,Cash,573.31,162.0,40.42
POS013554,20,05-19-2024 12:31 PM,C0183,,credit,947.55,176.14,48.59
POS013555,27,2024/09/25 23:30,C0429,CUST08515,Gift Card,1193.88,64.16,95.81
POS013556,17,04/09/2024 08:54,C0194,,Cash,816.39,65.65,57.34
POS013557,8,03/06/2024 15:05,C0447,CUST05261,CREDIT,593.78,57.05,58.25
POS013558,22,19/02/2024 05:19,C0118,,Gift Card,1504.13,7.31,116.29
POS013559,2,2024/12/14 09:11,C0391,,Gift Card,824.75,181.96,93.06
POS013560,27,01/10/2024 01:00,C0043,,CREDIT,794.85,185.72,59.92
POS013561,26,2024/01/13 13:26,C0416,CUST01196,CREDIT,276.44,61.45,26.5
POS013562,15,09/11/2024 02:28,,CUST07946,Cash,199.81,56.53,12.35
POS013563,19,2024/07/29 01:08,,CUST09965,Cash,1055.39,207.67,117.71
POS013564,6,2024-01-23 14:46:32,C0377,,Debit,941.43,48.82,85.9
POS013565,12,2024-09-04,C0165,CUST09366,credit,513.19,135.98,49.83
POS013566,8,03-01-2024 11:37 PM,C0485,,Credit,557.67,23.75,42.86
POS013567,15,2024-01-23 11:51:35,,,DEBIT,1394.36,218.52,157.01
POS013568,3,2024-10-07 11:44:36,C0383,CUST03701,Debit,620.36,82.02,43.52
POS027337,6,2024-01-21,C0126,,DEBIT,403.12,59.7,30.6
POS013570,6,02-08-2024 08:06 PM,C0110,,Mobile Pay,409.58,47.24,26.88
POS013571,21,2024-09-15,C0140,,Mobile Pay,727.66,113.95,40.05
POS013572,1,2024/09/07 03:21,,CUST00780,DEBIT,675.17,54.77,55.34
POS013573,30,2024-08-14 20:17:18,,CUST00176,credit,565.36,61.88,63.46
POS013574,1,2024-07-28 16:50:24,C0077,CUST06339,credit,713.4,202.1,42.1
POS013575,1,2024-01-30 18:02:51,C0218,CUST00881,credit,724.56,215.61,46.01
POS013576,16,2024/05/15 20:24,C0037,CUST08579,Gift Card,412.01,67.41,33.5
POS013577,14,03-15-2024 02:59 PM,,CUST09204,Debit,1244.21,16.88,132.27
POS013578,29,09-24-2024 08:56 AM,C0411,CUST08910,Mobile Pay,1018.98,96.5,74.28
POS013579,25,2024-07-17 06:39:07,C0132,CUST04791,Gift Card,550.61,0.62,53.63
POS013580,15,2024/07/07 05:42,C0472,,Gift Card,1452.19,214.53,112.03
POS013581,2,04-29-2024 05:18 AM,C0348,,Mobile Pay,137.11,31.05,7.31
POS013582,16,2024-11-27,C0194,,CASH,1083.73,216.12,101.75
POS013583,27,10-09-2024 06:25 AM,C0399,,DEBIT,554.63,130.56,54.65
POS013584,3,04-01-2024 08:27 AM,C0486,,Mobile Pay,812.83,209.05,73.94
POS013585,19,2024-04-15 16:37:39,C0191,CUST04578,Credit,455.17,24.81,47.2
POS013586,9,2024-04-14,C0095,,CASH,334.88,91.15,18.67
POS013587,2,15/05/2024 19:29,C0480,,DEBIT,310.63,87.17,21.37
POS005707,21,04/07/2024 23:23,C0355,,credit,585.8,92.94,50.25
POS013589,22,2024-05-14,C0377,,credit,1148.07,51.61,90.2
POS013590,14,07/02/2024 02:16,C0086,CUST05210,Cash,355.47,22.11,20.88
POS013591,6,2024-12-03 19:02:25,C0319,CUST02220,Cash,1142.42,214.51,66.75
POS013592,18,2024/03/16 14:14,C0024,CUST06021,Cash,1045.29,6.75,53.34
POS013593,3,08/07/2024 01:38,C0055,CUST02098,Credit,541.64,5.61,45.42
POS013594,17,2024-02-09 06:58:34,C0143,,Cash,903.45,155.61,101.79
POS013595,9,2024/03/14 05:27,C0224,CUST05368,Gift Card,198.83,30.56,11.24
POS013596,28,2024-06-17,C0476,,Mobile Pay,775.53,120.21,59.9
POS013597,11,05-07-2024 11:33 PM,C0461,,Gift Card,830.91,238.16,75.78
POS013598,20,09-10-2024 10:32 AM,C0181,,DEBIT,1242.58,257.69,98.46
POS013599,2,2024-11-07 22:56:31,C0010,CUST06182,credit,921.4,62.67,68.04
POS013600,25,2024/09/08 11:18,C0128,CUST02585,Gift Card,408.49,71.26,46.89
POS013601,16,2024/11/14 23:36,C0274,,Gift Card,604.24,141.49,54.95
POS013602,30,2024-03-27,C0203,CUST07722,Mobile Pay,739.83,72.97,81.91
POS013603,4,05-31-2024 12:54 PM,C0234,CUST03607,CREDIT,737.45,203.78,55.67
POS013604,12,2024-01-13,C0424,CUST00928,Mobile Pay,983.62,163.62,72.5
POS013605,19,03-05-2024 08:50 AM,C0238,CUST01359,CREDIT,704.34,72.02,47.26
POS013606,15,06/04/2024 22:31,C0338,,CREDIT,1019.66,55.74,73.35
POS013607,26,2024/09/20 00:33,C0052,CUST09584,Credit,1005.6,93.07,94.22
POS013608,11,11-17-2024 01:22 AM,C0093,CUST08037,DEBIT,368.78,34.4,37.39
POS013609,27,2024/12/17 05:04,C0440,,Cash,835.17,81.89,73.94
POS013610,15,2024-03-22 02:49:25,,,CREDIT,567.24,139.3,29.62
POS013611,4,29/09/2024 21:59,C0380,CUST02362,Debit,808.65,62.58,69.17
POS013612,24,2024-07-28 23:13:03,C0206,,Cash,562.13,94.62,33.97
POS013613,20,2024-09-18,C0253,CUST05293,CASH,812.63,176.7,66.93
POS013614,7,2024-12-25 15:21:18,C0067,,Debit,221.71,48.65,21.28
POS013615,9,2024/07/09 09:20,C0041,,Mobile Pay,1676.29,67.56,105.74
POS013616,5,2024/11/04 16:35,C0272,,Debit,779.3,148.46,58.91
POS013617,7,2024-05-18 09:46:58,C0255,CUST01942,CREDIT,760.83,122.66,52.83
POS013618,19,2024-10-25 06:28:45,C0208,CUST00952,credit,607.04,76.1,46.73
POS013619,24,06-19-2024 06:28 PM,C0222,,Credit,315.82,12.39,18.07
POS013620,18,2024-06-14,C0164,CUST05080,CREDIT,690.3,45.53,79.21
POS013621,18,12/02/2024 08:45,C0374,,credit,319.47,41.81,25.8
POS013622,23,15/12/2024 09:12,C0183,CUST02170,CREDIT,326.36,62.03,36.32
POS013623,3,2024-08-06,,CUST02866,CASH,304.29,69.92,14.61
POS013624,8,22/04/2024 18:43,C0235,CUST05566,credit,710.35,137.4,36.67
POS013625,11,2024/04/12 20:07,,,CREDIT,245.77,27.38,12.35
POS013626,16,2024-03-03,C0320,,Gift Card,687.18,117.02,62.17
POS013627,22,11/08/2024 02:33,C0246,,Mobile Pay,901.78,176.49,95.56
POS013628,17,26/07/2024 09:08,C0385,CUST09272,Debit,526.77,91.68,44.86
POS013629,26,2024-07-29,C0228,,CASH,515.36,154.66,47.18
POS013630,30,2024/04/18 14:37,,CUST07171,Mobile Pay,476.51,59.37,26.62
POS013631,9,02-23-2024 01:45 AM,C0330,CUST06008,CASH,818.64,119.4,79.82
POS013632,25,2024/04/16 02:53,,,credit,1584.57,213.07,146.02
POS013633,8,2024-07-13 08:10:50,C0324,CUST02466,DEBIT,725.97,112.77,55.42
POS013634,2,11-17-2024 12:16 PM,C0477,,Gift Card,1331.61,167.58,126.15
POS013635,16,2024-04-26 20:07:51,C0439,,credit,254.71,17.76,22.06
POS013636,11,2024-02-13 20:33:07,C0287,CUST07349,CASH,218.74,18.18,24.96
POS013637,18,2024-11-05,C0200,,DEBIT,657.18,38.39,71.54
POS013638,8,02-16-2024 06:32 AM,C0049,CUST07757,Gift Card,713.23,97.31,73.74
POS013639,4,2024-06-14 22:03:44,C0080,CUST01078,Credit,608.02,149.56,55.42
POS013640,3,21/10/2024 06:42,C0332,,Debit,703.71,23.96,35.07
POS013641,22,09-26-2024 07:26 PM,C0132,,Cash,573.2,119.45,36.55
POS013642,10,2024-09-11,C0238,,Mobile Pay,1045.56,46.44,57.79
POS013643,17,2024-07-17 17:01:06,C0499,,Debit,460.05,43.73,33.28
POS013644,15,2024-10-24,C0081,,CASH,900.3,92.48,58.52
POS013645,23,2024-10-13,C0271,CUST08754,Gift Card,610.89,28.78,49.06
POS013646,28,29/10/2024 11:25,C0292,CUST05626,Mobile Pay,1159.84,40.56,94.49
POS013647,3,2024/03/09 02:42,C0067,CUST02987,DEBIT,836.53,1.99,39.99
POS013648,5,2024-11-12 23:39:33,C0416,CUST09240,DEBIT,230.96,63.6,19.68
POS013649,10,2024-02-13,C0237,,CASH,878.48,123.58,52.42
POS013650,5,2024/01/09 09:42,,CUST04379,DEBIT,710.42,185.88,38.54
POS013651,23,2024-07-13,C0136,CUST05394,credit,514.6,66.02,35.33
POS013652,14,2024-09-12,C0116,CUST08556,Debit,569.13,7.49,38.29
POS013653,8,05/06/2024 05:10,C0444,CUST04375,CREDIT,1415.0,78.6,87.4
POS013654,16,2024/09/29 16:05,C0155,CUST04405,Debit,1015.12,62.58,72.74
POS013655,30,2024-12-04,C0477,CUST09056,Mobile Pay,768.03,34.39,75.2
POS013656,13,2024/09/30 20:50,C0368,CUST04381,credit,718.0,8.51,63.67
POS013657,25,2024-11-17 18:46:34,C0132,CUST08976,CREDIT,593.58,129.08,35.24
POS013658,7,31/08/2024 04:39,C0021,CUST07871,credit,542.06,128.43,57.08
POS013659,4,04-14-2024 02:32 PM,,CUST01990,Debit,1034.26,140.99,72.02
POS013660,20,12-03-2024 04:50 PM,C0116,CUST04016,Cash,538.51,31.33,40.81
POS013661,23,2024-11-22,C0378,CUST04452,Mobile Pay,667.78,102.53,66.99
POS013662,16,05-15-2024 03:49 AM,C0435,,Mobile Pay,840.57,238.54,80.66
POS013663,22,2024-04-15 10:35:47,C0440,,credit,582.13,110.67,46.85
POS013664,13,2024-12-11,C0467,CUST08820,DEBIT,789.73,53.92,63.04
POS013665,1,2024-06-22,C0397,,DEBIT,756.33,79.44,77.67
POS013666,21,18/09/2024 23:38,C0101,CUST05183,Mobile Pay,750.77,38.01,59.87
POS013667,29,2024/07/20 12:42,C0063,,Mobile Pay,961.81,109.92,56.69
POS013668,4,2024-10-22,C0199,CUST06156,CASH,764.75,116.67,52.79
POS013669,22,08-02-2024 08:07 AM,C0386,,Mobile Pay,582.33,96.56,35.14
POS013670,6,18/10/2024 07:41,C0067,CUST04452,Credit,453.33,130.73,44.0
POS013671,21,2024/12/17 12:20,C0415,CUST02162,Gift Card,251.63,50.72,27.04
POS013672,13,21/10/2024 02:37,C0183,,Mobile Pay,1482.48,165.57,107.13
POS013673,28,17/01/2024 18:32,C0256,CUST05552,DEBIT,361.28,37.47,30.75
POS013674,12,16/12/2024 11:01,C0103,,CASH,1348.35,390.1,136.99
POS013675,8,2024/08/02 01:19,C0413,,credit,173.4,43.94,15.52
POS013676,28,2024/01/23 01:50,C0182,CUST09262,credit,208.94,46.67,10.3
POS013677,21,20/06/2024 07:44,C0089,,CASH,1024.4,240.48,87.43
POS013678,6,2024/10/07 17:20,C0310,CUST08382,DEBIT,1442.94,140.62,116.55
POS013679,3,04-09-2024 10:09 AM,C0333,,CASH,393.19,12.84,27.52
POS013680,15,2024-06-05 03:06:34,C0428,,Mobile Pay,1075.21,17.23,78.98
POS013681,13,2024/02/27 10:42,C0129,CUST02023,DEBIT,258.24,49.36,25.83
POS013682,8,04/11/2024 19:28,C0315,,Cash,104.77,6.23,6.64
POS013683,13,2024-08-13 13:34:17,C0343,CUST07829,CREDIT,1046.56,58.71,67.39
POS013684,9,02-12-2024 10:45 PM,C0011,CUST04270,Mobile Pay,745.96,29.67,80.92
POS013685,13,2024-03-14,C0407,CUST08071,Credit,924.9,167.67,84.53
POS013686,28,2024-06-01 01:27:04,C0442,CUST08951,credit,738.17,1.43,71.67
POS013687,28,02-04-2024 03:28 PM,C0224,CUST04141,Gift Card,629.34,75.78,48.47
POS013688,22,11-06-2024 06:52 AM,,,Cash,486.88,116.12,24.76
POS013689,13,2024/07/30 01:26,C0134,,Cash,583.44,174.15,29.54
POS013690,7,2024-08-07,,CUST00379,Gift Card,447.29,73.33,39.43
POS013691,20,04/12/2024 03:23,C0469,,Mobile Pay,759.3,58.37,52.42
POS013692,24,2024/11/03 14:07,C0240,CUST07872,credit,451.73,28.94,47.69
POS013693,19,2024-11-08 12:04:15,C0043,,CREDIT,229.21,53.5,16.47
POS013694,30,31/01/2024 15:20,C0240,,credit,398.9,82.43,40.81
POS013695,10,30/10/2024 17:30,,,credit,467.03,77.85,52.42
POS013696,15,2024/11/03 06:17,C0339,CUST01337,credit,515.38,116.29,50.07
POS010040,30,31/03/2024 02:25,C0104,,Cash,719.12,174.75,80.7
POS013698,16,2024-09-13 10:16:49,C0268,CUST03429,Credit,913.84,148.77,60.65
POS013699,27,11/06/2024 21:14,C0286,CUST09468,CREDIT,272.02,33.66,28.1
POS013700,24,2024-03-05 23:05:53,C0159,,credit,807.01,245.53,59.85
POS013701,21,2024-05-22,C0028,,credit,518.03,84.89,55.69
POS013702,22,26/06/2024 23:26,,CUST03497,Debit,926.77,157.66,51.42
POS013703,6,2024/12/20 02:51,,CUST05623,Gift Card,719.73,125.96,44.4
