return_id,original_transaction_or_order_id,product_id,return_date,return_reason,refund_amount,quantity_returned,return_channel
RET002367,POS008201,135,30/12/2024,Late delivery,160.47,3,pos
RET002368,POS003347,73,2024-04-25,Size issue,130.82,2,pos
RET002369,POS013625,53,04/06/2024,Size issue,170.22,2,ECOM
RET002370,ECOM013440,34,2024-09-10,Defective,31.36,3,pos
RET002371,POS015700,443,05-29-2024,Late delivery,71.27,3,ecom
RET002372,ECOM012966,305,11-01-2024,Defective,16.49,2,POS
RET002373,POS022325,444,,Changed mind,27.76,3,ecom
RET002374,POS011438,348,05-03-2024,Late delivery,99.11,2,ECOM
RET002375,ECOM010436,326,2024-09-25,Damaged,162.41,2,ecom
RET002376,ECOM007187,192,2024-03-05,Defective,185.93,1,ecom
RET002377,POS014275,496,2024-03-04,Size issue,33.05,3,ECOM
RET002378,POS021097,29,03-27-2024,Size issue,174.37,1,ECOM
RET002379,ECOM007857,277,19/10/2024,Changed mind,20.03,3,pos
RET002380,POS011786,36,28/01/2024,Damaged,138.34,3,pos
RET002381,POS005914,211,2024-12-09,Changed mind,195.71,1,ecom
RET002382,ECOM014685,216,2024-02-27,asdf123,62.63,3,POS
RET002383,ECOM008510,283,30/09/2024,Defective,15.76,2,pos
RET002384,POS022378,340,10/12/2024,Late delivery,39.81,1,pos
RET002385,POS005021,395,,Defective,32.18,2,pos
RET002386,POS004574,196,14/07/2024,Damaged,39.92,3,POS
RET002387,POS008379,18,2024-07-19,Size issue,25.34,2,POS
RET002388,ECOM010150,52,03/02/2024,Defective,131.43,2,POS
RET002389,POS017050,19,05-16-2024,Defective,164.45,1,ecom
RET002390,POS019339,261,07-20-2024,Size issue,92.5,1,ECOM
RET002391,ECOM000737,368,28/12/2024,Changed mind,18.79,2,pos
RET002392,POS004755,367,01/10/2024,,102.67,1,ecom
RET002393,POS027670,304,30/05/2024,Size issue,108.17,3,POS
RET002394,POS016201,278,04-18-2024,Changed mind,152.6,3,ecom
RET002395,POS020109,195,2024-04-26,Defective,140.12,3,POS
RET002396,POS003751,385,08-25-2024,Late delivery,108.93,2,POS
RET002397,POS011704,380,2024-09-23,Late delivery,91.29,3,ecom
RET002398,ECOM012141,495,2024-03-27,Late delivery,34.29,2,pos
RET002399,POS013023,401,10/06/2024,Damaged,107.98,1,POS
RET002400,POS001118,61,,Late delivery,122.47,3,POS
RET002401,POS024097,200,08/07/2024,asdf123,180.73,2,ECOM
RET002402,POS006700,9,2024-12-30,Damaged,148.59,1,pos
RET002403,POS020753,430,20/01/2024,Size issue,117.35,1,POS
RET002404,POS029908,333,27/01/2024,Size issue,27.69,3,pos
RET002405,POS026074,481,2024-06-15,Size issue,132.98,3,POS
RET002406,POS008688,437,2024-03-04,Size issue,182.27,3,POS
RET002407,ECOM004059,470,2024-09-12,Late delivery,169.42,3,POS
RET002408,POS006565,163,12-09-2024,Size issue,78.0,3,ecom
RET002409,POS017782,130,03/01/2024,Damaged,115.39,3,pos
RET002410,POS004921,305,11-24-2024,Changed mind,172.4,2,POS
RET002411,ECOM014854,288,30/06/2024,Damaged,51.73,2,pos
RET002412,ECOM001973,458,21/11/2024,Changed mind,65.56,1,pos
RET002413,ECOM013263,196,2024-06-24,Size issue,154.02,1,ECOM
RET002414,POS004459,80,06-28-2024,Defective,47.09,3,POS
RET002415,POS002694,359,11-17-2024,Defective,82.88,1,POS
RET002416,POS021498,40,09-19-2024,lorem ipsum,148.54,3,ecom
RET002417,POS021596,345,12-17-2024,Late delivery,162.66,2,pos
RET002418,POS015638,94,06-24-2024,Damaged,51.57,2,ECOM
RET002419,POS008338,452,16/03/2024,Late delivery,35.48,1,ECOM
RET002420,ECOM000474,421,07/06/2024,Changed mind,79.75,1,ecom
RET002421,POS013707,279,06/06/2024,Changed mind,25.45,3,pos
RET002422,POS028209,321,04/06/2024,Defective,171.64,3,ecom
RET002423,ECOM009488,36,2024-10-05,Damaged,62.62,2,ECOM
RET002424,POS026211,217,01-25-2024,Late delivery,127.48,2,ECOM
RET002425,ECOM001239,280,22/08/2024,Damaged,186.47,3,POS
RET002426,POS014003,102,14/03/2024,Changed mind,89.29,2,POS
RET002427,ECOM000890,475,10-24-2024,Late delivery,21.36,3,POS
RET002428,POS011366,481,31/10/2024,Damaged,70.78,3,ecom
RET002429,POS015540,331,15/11/2024,Size issue,163.41,1,ecom
RET002430,POS008058,216,13/05/2024,Late delivery,19.44,3,pos
RET002431,POS006058,473,01-19-2024,Size issue,137.69,3,ECOM
RET002432,ECOM003848,181,2024-06-05,Size issue,100.59,3,ecom
RET002433,POS026506,237,2024-12-23,Damaged,55.63,2,POS
RET002434,ECOM013001,110,03/05/2024,Damaged,70.72,1,pos
RET002435,ECOM003526,453,2024-03-18,Changed mind,13.38,2,POS
RET002436,POS006334,264,28/06/2024,Damaged,15.9,1,pos
RET002437,POS024783,277,04-23-2024,Defective,118.87,3,POS
RET002438,ECOM000107,322,07-17-2024,Damaged,87.4,2,pos
RET002439,POS007808,212,,Late delivery,187.87,3,ecom
RET002440,ECOM008883,458,08/08/2024,???,123.29,1,ecom
RET002441,POS010913,191,,Defective,170.95,3,POS
RET002442,ECOM011177,417,03/01/2024,Changed mind,73.88,2,ecom
RET002443,POS026797,192,22/11/2024,Changed mind,94.04,1,ECOM
RET002444,ECOM012213,3,01-12-2024,???,122.6,1,ECOM
RET002445,ECOM011066,330,2024-12-01,Changed mind,199.38,1,POS
RET002446,ECOM007885,126,01/10/2024,???,11.17,3,ECOM
RET002447,ECOM001600,269,2024-06-18,Defective,133.99,1,pos
RET002448,POS011520,349,11/09/2024,Damaged,103.09,2,pos
RET002449,POS017651,48,01-06-2024,asdf123,54.52,2,POS
RET002450,POS004572,479,02-28-2024,Size issue,168.52,2,POS
RET002451,POS026966,382,25/01/2024,Damaged,58.2,3,ecom
RET002452,ECOM005694,372,03-29-2024,Changed mind,190.04,3,ecom
RET002453,ECOM013536,445,14/08/2024,Defective,51.04,2,POS
RET002454,POS017160,177,,Damaged,107.12,1,POS
RET002455,POS012787,415,12/02/2024,Damaged,146.21,1,pos
RET002456,POS029349,411,07/12/2024,Defective,197.49,1,POS
RET002457,ECOM009469,363,02-05-2024,Damaged,113.72,2,ecom
RET002458,ECOM001553,420,02-15-2024,Damaged,42.36,1,pos
RET002459,ECOM011583,305,21/08/2024,???,108.89,2,ECOM
RET002460,ECOM009978,307,2024-10-15,Late delivery,143.54,3,ecom
RET002461,POS008535,297,2024-11-07,Damaged,188.81,1,ECOM
RET002462,ECOM008122,369,03/01/2024,Defective,36.9,2,pos
RET002463,POS016845,469,16/06/2024,Damaged,15.7,1,ECOM
RET002464,POS010646,339,2024-05-08,Late delivery,169.16,3,POS
RET002465,ECOM013799,107,30/01/2024,Late delivery,29.65,2,ecom
RET002466,POS019888,73,2024-04-17,Late delivery,58.24,2,POS
RET002467,ECOM003805,289,2024-12-02,Late delivery,122.41,2,ECOM
RET002468,POS015421,65,13/11/2024,Defective,151.66,3,POS
RET002469,ECOM003710,372,26/11/2024,Late delivery,156.5,2,ecom
RET002470,ECOM005230,238,2024-11-22,Changed mind,64.0,2,POS
RET002471,POS011579,442,08/03/2024,Changed mind,169.34,2,pos
RET002472,POS014873,343,02/12/2024,Damaged,199.47,3,POS
RET002473,POS016719,183,28/07/2024,Late delivery,19.22,1,POS
RET002474,POS018433,80,2024-10-13,Size issue,138.09,1,POS
RET002475,POS010481,221,07-06-2024,Late delivery,121.17,3,ECOM
RET002476,POS000015,43,2024-10-25,Late delivery,57.77,2,ECOM
RET002477,ECOM013940,304,17/01/2024,Changed mind,64.99,2,ecom
RET002478,POS029498,85,30/06/2024,Changed mind,187.54,3,ECOM
RET002479,POS012213,106,2024-01-24,Changed mind,91.12,2,POS
RET002480,ECOM013802,278,01-05-2024,Late delivery,139.53,2,ECOM
RET002481,POS007493,71,17/12/2024,Changed mind,144.61,2,pos
RET002482,POS026428,230,2024-07-03,Damaged,195.26,3,ECOM
RET002483,ECOM014272,166,20/05/2024,Defective,16.39,1,ecom
RET002484,POS009214,11,2024-01-25,Defective,175.86,1,ecom
RET002485,POS009786,430,02/07/2024,Defective,132.64,2,ecom
RET002486,POS006360,351,06-13-2024,Defective,58.85,3,ECOM
RET002487,POS025487,20,2024-11-20,Damaged,105.85,3,ecom
RET002488,ECOM002541,140,30/10/2024,Late delivery,96.82,2,ecom
RET002489,POS021419,401,2024-01-29,Defective,199.44,1,POS
RET002490,POS000902,365,10-07-2024,Changed mind,129.37,1,ecom
RET002491,POS017204,136,2024-12-26,Defective,120.51,1,ecom
RET002492,ECOM009448,291,2024-02-25,Changed mind,121.36,2,POS
RET002493,POS027019,475,31/07/2024,Late delivery,28.63,1,POS
RET002494,POS025575,34,,,181.57,3,ecom
RET002495,ECOM003140,60,06/03/2024,Defective,28.95,2,POS
RET002496,POS013291,342,2024-09-20,Defective,112.82,1,pos
RET002497,ECOM001590,446,01-22-2024,Changed mind,38.11,1,ECOM
RET002498,ECOM005536,144,01-17-2024,Damaged,109.43,3,POS
RET002499,ECOM005519,492,29/10/2024,???,24.89,2,ecom
RET002500,POS018184,418,08-27-2024,Defective,170.08,1,ecom
RET002501,POS015436,415,2024-07-10,Defective,183.89,1,pos
RET002502,POS026538,224,02-18-2024,lorem ipsum,37.63,3,POS
RET002503,POS027929,346,,Late delivery,151.03,3,POS
RET002504,POS006908,362,,Defective,95.2,3,pos
RET002505,POS023709,315,02/04/2024,Damaged,21.35,1,pos
RET002506,POS016747,66,27/04/2024,N/A,142.04,1,ECOM
RET002507,ECOM010316,230,22/09/2024,Changed mind,64.24,3,ECOM
RET002508,POS019944,296,28/05/2024,Damaged,162.35,2,POS
RET002509,ECOM005435,367,04-20-2024,Damaged,47.04,3,ECOM
RET002510,POS011707,362,11/05/2024,Changed mind,17.96,1,POS
RET002511,ECOM011380,385,04/10/2024,Late delivery,164.57,3,ECOM
RET002512,POS003980,355,2024-09-25,Damaged,23.84,2,pos
RET002513,POS028782,346,14/08/2024,Size issue,92.85,1,ECOM
RET002514,POS003312,7,08/09/2024,Changed mind,60.62,1,pos
RET002515,POS020981,457,2024-07-15,Defective,84.06,1,pos
RET002516,POS023720,191,05/01/2024,Late delivery,66.13,1,ECOM
RET002517,POS023713,478,31/01/2024,Damaged,12.27,3,ECOM
RET002518,POS019162,29,11-02-2024,N/A,58.55,2,pos
RET002519,POS021512,150,08-03-2024,Size issue,25.06,2,ecom
RET002520,POS002837,288,13/09/2024,Damaged,155.8,2,ecom
RET002521,ECOM012615,495,2024-02-12,Damaged,13.3,3,pos
RET002522,POS012959,292,03-29-2024,Damaged,57.67,3,ECOM
RET002523,ECOM012085,482,10-14-2024,Late delivery,163.09,3,pos
RET002524,POS003799,340,07/06/2024,Damaged,152.03,3,ECOM
RET002525,POS008021,100,03-16-2024,Late delivery,110.18,1,ecom
RET002526,POS023410,338,2024-09-25,Defective,131.87,1,POS
RET002527,ECOM010028,84,09-18-2024,Damaged,61.94,1,ECOM
RET002528,POS018251,21,16/09/2024,Late delivery,10.11,2,POS
RET002529,ECOM006841,295,19/12/2024,Late delivery,163.64,3,ECOM
RET002530,POS005580,27,06/07/2024,Damaged,78.13,2,pos
RET002531,POS019567,58,,Late delivery,198.64,3,pos
RET002532,ECOM012583,225,04/07/2024,Defective,61.31,1,ecom
RET002533,POS002652,50,08-23-2024,Size issue,99.71,1,ecom
RET002534,POS027296,232,27/04/2024,Defective,145.73,2,ecom
RET002535,POS006681,80,2024-12-18,Damaged,36.21,3,POS
RET002536,ECOM009309,125,01/10/2024,Defective,82.0,2,ECOM
RET002537,ECOM013389,398,28/02/2024,???,133.12,3,ecom
RET002538,POS027610,194,09-20-2024,Defective,76.16,1,ecom
RET002539,ECOM005462,461,21/05/2024,Defective,31.55,1,pos
RET002540,POS011622,187,02-14-2024,Damaged,174.38,2,ECOM
RET002541,POS019032,1,04-24-2024,Damaged,50.78,1,ECOM
RET002542,ECOM007449,11,02/01/2024,Defective,183.12,3,ecom
RET002543,ECOM014831,491,26/02/2024,Size issue,36.36,2,ECOM
RET002544,POS010433,264,2024-01-26,Size issue,191.1,3,ecom
RET002545,ECOM007225,304,29/06/2024,Size issue,62.21,1,ECOM
RET002546,POS013918,18,10/11/2024,Damaged,159.25,2,pos
RET002547,POS025378,176,06-06-2024,Changed mind,146.9,2,pos
RET002548,POS009096,401,05/03/2024,Defective,127.55,2,pos
RET002549,POS000958,308,06-02-2024,Late delivery,82.6,2,ecom
RET002550,POS009965,370,04-12-2024,Defective,134.86,1,POS
RET002551,ECOM014966,103,2024-12-28,Changed mind,80.76,2,ecom
RET002552,POS010131,188,2024-08-31,Changed mind,88.02,3,POS
RET002553,ECOM007094,303,,Changed mind,67.48,1,POS
RET002554,POS001069,191,05-29-2024,Changed mind,169.9,3,ecom
RET002555,POS019474,1,2024-04-08,asdf123,43.75,1,pos
RET002556,POS029076,49,2024-06-30,Changed mind,154.26,1,pos
RET002557,POS007509,431,2024-12-15,Damaged,124.11,1,ecom
RET002558,POS026991,396,04-22-2024,Defective,36.35,1,pos
RET002559,POS010408,411,30/12/2024,Changed mind,130.68,3,ECOM
RET002560,POS013075,82,2024-10-05,Changed mind,167.04,2,POS
RET002561,ECOM001157,156,2024-02-22,Size issue,89.33,1,pos
RET002562,POS020528,331,02-04-2024,???,121.82,3,POS
RET002563,POS003548,274,27/10/2024,Defective,59.68,3,pos
RET002564,ECOM001574,206,2024-12-10,Size issue,15.81,2,ecom
RET002565,POS020792,182,2024-10-01,Defective,172.33,2,pos
RET002566,POS000265,488,08-05-2024,Damaged,91.19,1,ECOM
RET002567,POS014407,351,17/10/2024,Defective,16.95,2,POS
RET002568,POS005412,405,03-13-2024,Late delivery,57.45,1,ECOM
RET002569,POS003536,93,04-27-2024,Defective,100.1,2,pos
RET002570,POS018590,90,05-19-2024,Late delivery,136.15,1,POS
RET002571,POS028008,226,07/03/2024,Late delivery,105.01,3,pos
RET002572,POS023900,350,2024-09-18,Size issue,178.29,2,ecom
RET002573,POS004888,174,2024-07-16,Damaged,114.12,1,POS
RET002574,ECOM005572,62,09-25-2024,Defective,191.57,3,ecom
RET002575,POS023227,400,2024-12-09,Late delivery,155.79,1,pos
RET002576,ECOM012268,288,04/11/2024,Late delivery,137.71,3,ecom
RET002577,POS023377,32,26/11/2024,Changed mind,189.54,2,ECOM
RET002578,POS007183,427,17/05/2024,Size issue,184.68,2,ECOM
RET002579,POS001134,427,25/09/2024,Late delivery,110.0,1,POS
RET002580,ECOM001186,83,01/05/2024,Defective,54.88,1,ecom
RET002581,POS026144,418,06-26-2024,Damaged,182.87,1,pos
RET002582,ECOM014553,396,2024-02-23,Defective,174.99,2,pos
RET002583,POS000686,51,2024-10-17,Damaged,100.6,3,pos
RET002584,POS012630,140,30/11/2024,Late delivery,123.36,3,ecom
RET002585,POS027557,315,2024-05-17,Defective,141.85,1,ecom
RET002586,ECOM011534,299,08/02/2024,Defective,187.86,3,ECOM
RET002587,POS017172,4,01-02-2024,Size issue,190.69,1,ecom
RET002588,ECOM012376,152,2024-06-09,lorem ipsum,165.35,1,POS
RET002589,POS021734,418,01/09/2024,Defective,53.86,2,ECOM
RET002590,POS025748,25,31/10/2024,N/A,121.36,3,pos
RET002591,POS006695,324,2024-06-07,Changed mind,22.25,1,pos
RET002592,POS025506,152,2024-10-06,???,111.69,3,POS
RET002593,POS013645,10,18/09/2024,Late delivery,96.97,3,pos
RET002594,POS015426,103,02-19-2024,Late delivery,15.35,2,ECOM
RET002595,ECOM005593,19,2024-02-09,Damaged,182.55,1,pos
RET002596,ECOM011284,237,2024-10-08,Size issue,137.84,1,pos
RET002597,POS026815,72,10/08/2024,Late delivery,191.17,3,ECOM
RET002598,ECOM009024,355,17/12/2024,Size issue,157.63,3,ECOM
RET002599,ECOM008520,351,05/02/2024,Late delivery,68.81,3,POS
RET002600,ECOM006048,120,11/08/2024,asdf123,10.12,3,ecom
RET002601,ECOM004607,3,2024-02-09,Changed mind,68.74,2,POS
RET002602,POS018032,55,2024-12-10,Late delivery,185.68,1,ecom
RET002603,POS002481,419,2024-10-07,Defective,154.81,2,pos
RET002604,POS006092,158,23/01/2024,Damaged,68.24,3,ECOM
RET002605,ECOM011795,82,04/12/2024,Late delivery,124.83,3,pos
RET002606,POS010337,205,2024-11-04,Damaged,105.99,3,pos
RET002607,ECOM001362,429,21/03/2024,Defective,92.18,1,POS
RET002608,ECOM008649,286,2024-06-07,Defective,159.5,1,pos
RET002609,POS023853,27,08/09/2024,Size issue,46.99,2,pos
RET002610,ECOM003551,480,18/05/2024,N/A,133.02,2,pos
RET002611,POS003100,200,06-25-2024,Size issue,135.22,3,pos
RET002612,POS029221,393,03/05/2024,Defective,66.86,2,POS
RET002613,POS021435,253,08-27-2024,Defective,26.95,1,ecom
RET002614,ECOM002663,145,03/06/2024,Damaged,41.21,2,ecom
RET002615,POS018249,8,2024-11-12,Late delivery,122.46,2,ecom
RET002616,ECOM001324,290,08/11/2024,Late delivery,63.94,1,pos
RET002617,POS025872,247,11-17-2024,Size issue,65.07,3,ECOM
RET002618,POS015669,425,26/10/2024,N/A,136.34,1,POS
RET002619,ECOM000885,396,2024-05-31,Changed mind,134.98,1,pos
RET002620,ECOM003452,221,2024-04-28,Late delivery,113.76,2,pos
RET002621,POS008374,4,23/06/2024,Size issue,37.88,1,pos
RET002622,ECOM013073,79,2024-12-13,,169.96,1,ECOM
RET002623,POS002500,334,22/08/2024,Size issue,40.15,1,ecom
RET002624,ECOM010930,209,05/02/2024,Size issue,49.38,3,POS
RET002625,POS017263,4,2024-05-15,Damaged,123.81,1,POS
RET002626,ECOM011102,20,,asdf123,121.85,3,ECOM
RET002627,ECOM012990,409,10-16-2024,Size issue,182.11,3,pos
RET002628,POS003212,185,2024-08-26,Changed mind,184.04,2,pos
RET002629,POS019187,351,2024-06-15,Late delivery,83.68,2,POS
RET002630,ECOM013969,153,11/01/2024,Damaged,68.05,3,POS
RET002631,POS024936,349,2024-06-16,asdf123,139.68,2,pos
RET002632,ECOM013667,159,2024-04-05,Damaged,18.55,3,ecom
RET002633,POS023610,187,05-25-2024,Size issue,112.19,3,pos
RET002634,ECOM012557,19,10-22-2024,Size issue,109.21,2,ECOM
RET002635,ECOM001635,274,08-05-2024,Late delivery,168.51,3,POS
RET002636,POS011514,39,2024-08-06,Size issue,11.68,1,ecom
RET002637,ECOM014145,220,06/02/2024,Defective,13.38,3,pos
RET002638,POS029255,63,24/08/2024,Late delivery,174.08,3,ECOM
RET002639,POS018426,79,2024-01-27,Damaged,178.31,1,POS
RET002640,POS006128,155,2024-08-19,Defective,97.7,1,ECOM
RET002641,POS010847,49,2024-01-24,Late delivery,90.78,2,POS
RET002642,ECOM008285,500,05/04/2024,Defective,54.33,1,ECOM
RET002643,ECOM002091,218,12-27-2024,Size issue,118.37,1,ecom
RET002644,POS022507,64,04-25-2024,Damaged,43.86,2,ecom
RET002645,POS025817,59,2024-11-11,Damaged,121.75,3,ECOM
RET002646,POS022492,128,2024-12-29,Changed mind,179.23,2,ECOM
RET002647,POS005881,288,2024-01-12,???,105.79,3,ECOM
RET002648,ECOM008041,171,07-27-2024,Size issue,28.5,3,ecom
RET002649,POS006093,371,10-19-2024,???,83.41,2,ECOM
RET002650,ECOM004099,475,08-04-2024,Defective,25.34,3,POS
RET002651,ECOM014986,149,19/07/2024,Size issue,24.83,1,pos
RET002652,POS015150,445,13/07/2024,Late delivery,61.19,3,POS
RET002653,POS022071,262,28/09/2024,Size issue,107.16,2,ecom
RET002654,ECOM011514,268,2024-10-04,N/A,129.49,1,ECOM
RET002655,POS018237,40,23/10/2024,Damaged,118.4,3,ECOM
RET002656,ECOM007867,240,2024-06-27,Damaged,133.82,2,pos
RET002657,POS001022,106,19/05/2024,Defective,198.41,1,ecom
RET002658,POS025804,146,2024-12-24,Late delivery,92.8,1,pos
RET002659,POS023607,91,01-05-2024,Defective,109.38,1,pos
RET002660,ECOM003331,385,09-06-2024,Size issue,150.96,3,ECOM
RET002661,ECOM007283,267,17/11/2024,Changed mind,49.61,3,ecom
RET002662,POS024410,461,02-08-2024,Changed mind,115.58,3,ecom
RET002663,POS024610,473,02/12/2024,Defective,141.8,2,pos
RET002664,POS001486,233,01-12-2024,Late delivery,38.18,2,ECOM
RET002665,POS014156,318,20/02/2024,Damaged,77.96,2,ECOM
RET002666,ECOM012421,363,2024-03-16,Changed mind,120.77,1,ecom
RET002667,POS013634,337,11-20-2024,Changed mind,129.17,1,ECOM
RET002668,POS015445,70,11/12/2024,Damaged,33.93,2,ECOM
RET002669,ECOM008446,270,06-15-2024,Damaged,195.91,2,pos
RET002670,POS010800,149,15/09/2024,Changed mind,82.3,1,POS
RET002671,ECOM014438,259,10/12/2024,Damaged,11.42,2,ecom
RET002672,POS022181,65,,Defective,108.24,2,POS
RET002673,POS019856,56,25/02/2024,Size issue,80.62,2,POS
RET002674,POS028135,137,12-07-2024,N/A,190.31,3,POS
RET002675,POS014317,273,2024-04-11,Damaged,77.29,2,ecom
RET002676,POS016693,425,11-29-2024,Damaged,143.01,3,ecom
RET002677,POS024171,93,2024-09-14,Changed mind,130.18,3,pos
RET002678,ECOM003904,25,02-23-2024,Size issue,78.52,1,ecom
RET002679,POS005433,274,01-20-2024,Defective,115.68,3,pos
RET002680,ECOM008142,487,12-20-2024,Damaged,180.72,1,POS
RET002681,ECOM011490,11,2024-12-14,Changed mind,135.81,3,ecom
RET002682,POS024289,231,03-08-2024,Damaged,177.24,1,pos
RET002683,POS015862,298,2024-06-24,lorem ipsum,183.78,3,ECOM
RET002684,POS023077,187,2024-04-26,Defective,92.26,2,ECOM
RET002685,POS024181,173,2024-03-12,Damaged,176.24,3,POS
RET002686,ECOM013498,24,15/03/2024,Defective,66.99,2,ecom
RET002687,ECOM009559,315,10-14-2024,Size issue,128.51,3,ECOM
RET002688,POS017209,397,02-28-2024,Size issue,63.55,2,ECOM
RET002689,ECOM006133,270,01-17-2024,Damaged,38.76,2,ECOM
RET002690,ECOM003478,192,2024-03-13,lorem ipsum,107.33,1,ECOM
RET002691,ECOM000339,254,10-26-2024,Late delivery,84.44,2,ECOM
RET002692,POS028929,205,10-16-2024,Late delivery,124.53,3,ecom
RET002693,POS016081,236,14/02/2024,Defective,31.64,2,ECOM
RET002694,POS006099,114,02-11-2024,Defective,52.24,1,ECOM
RET002695,POS022120,255,14/10/2024,Defective,21.03,1,ECOM
RET002696,POS004727,490,19/02/2024,Defective,92.77,1,pos
RET002697,POS001416,480,2024-07-06,Changed mind,81.46,3,ecom
RET002698,POS009275,366,2024-09-25,Defective,126.72,2,pos
RET002699,POS018090,229,04-16-2024,Defective,134.81,3,POS
RET002700,POS017328,486,01-20-2024,Late delivery,194.48,1,pos
RET002701,ECOM001551,477,2024-11-21,Defective,53.87,1,pos
RET002702,POS017997,386,2024-06-12,Size issue,111.7,3,POS
RET002703,POS007399,355,05/06/2024,Size issue,55.36,1,ecom
RET002704,POS012378,361,2024-02-23,Defective,60.46,1,pos
RET002705,POS017580,488,2024-04-20,Damaged,153.14,1,ECOM
RET002706,POS004913,15,08/03/2024,Defective,30.27,1,pos
RET002707,ECOM014112,439,2024-07-26,Defective,29.72,2,ECOM
RET002708,POS024382,358,02/01/2024,Damaged,54.45,2,ECOM
RET002709,POS012837,112,02-12-2024,Late delivery,87.08,2,ECOM
RET002710,POS007919,202,2024-05-25,Size issue,174.08,3,POS
RET002711,ECOM004866,121,26/06/2024,Defective,102.8,2,POS
RET002712,ECOM000705,163,2024-03-01,Size issue,172.31,3,pos
RET002713,ECOM006190,369,20/09/2024,Damaged,155.65,2,ECOM
RET002714,POS021645,175,01-24-2024,Late delivery,173.31,3,pos
RET002715,ECOM001940,284,07-02-2024,Late delivery,62.61,3,ecom
RET002716,POS018513,466,2024-04-08,Defective,55.49,3,POS
RET002717,POS027147,60,2024-03-27,Size issue,171.66,2,ECOM
RET002718,POS007723,405,03/07/2024,Damaged,195.34,1,pos
RET002719,POS023460,83,10-04-2024,Size issue,22.19,2,ecom
RET002720,ECOM002849,470,2024-08-16,???,73.08,2,pos
RET002721,POS021102,168,2024-11-20,Size issue,195.97,3,ECOM
RET002722,POS013766,446,2024-09-04,,26.92,2,ecom
RET002723,POS013256,268,01-01-2024,Defective,143.44,1,pos
RET002724,POS028090,325,07/02/2024,Damaged,178.33,3,pos
RET002725,ECOM014573,163,11-22-2024,Size issue,184.28,3,POS
RET002726,POS005332,355,2024-11-25,Changed mind,124.84,2,POS
RET002727,POS010645,134,2024-02-28,Size issue,179.55,1,ecom
RET002728,POS020323,101,,Size issue,109.78,2,ECOM
RET002729,ECOM002719,496,12-03-2024,Late delivery,85.26,1,POS
RET002730,POS009879,56,03-09-2024,Damaged,83.6,3,ECOM
RET002731,POS006966,497,27/06/2024,Defective,183.04,2,ECOM
RET002732,POS028494,422,06/06/2024,Size issue,125.64,2,ECOM
RET002733,POS001415,256,03-02-2024,Damaged,167.04,3,pos
RET002734,POS023882,451,2024-12-21,Late delivery,134.33,1,pos
RET002735,POS021695,331,06/07/2024,Changed mind,183.9,2,ecom
RET002736,POS004309,137,2024-03-01,Late delivery,62.2,3,ecom
RET002737,POS019661,90,11/12/2024,Defective,93.62,3,POS
RET002738,POS003181,12,14/05/2024,Defective,141.75,2,POS
RET002739,POS024694,287,2024-05-26,N/A,45.7,1,POS
RET002740,ECOM014274,464,02-18-2024,Damaged,160.98,1,ECOM
RET002741,ECOM013680,451,2024-02-14,Size issue,25.79,1,pos
RET002742,POS002419,27,08-21-2024,N/A,77.13,1,pos
RET002743,ECOM000332,49,12-04-2024,Size issue,22.2,1,ecom
RET002744,ECOM009362,479,23/08/2024,Defective,15.89,2,ECOM
RET002745,ECOM006222,320,11-24-2024,asdf123,116.57,2,pos
RET002746,POS017050,247,12/11/2024,Late delivery,155.3,3,ECOM
RET002747,POS003387,192,2024-06-01,Late delivery,153.6,1,POS
RET002748,POS029395,115,25/09/2024,Changed mind,192.31,1,ECOM
RET002749,ECOM004099,165,06-09-2024,Damaged,22.0,1,POS
RET002750,ECOM007198,278,2024-03-24,Late delivery,87.16,3,pos
RET002751,POS021348,140,04-27-2024,Defective,109.89,2,pos
RET002752,POS014272,295,03/12/2024,Size issue,22.3,3,pos
RET002753,ECOM010974,402,06-21-2024,Defective,148.27,1,pos
RET002754,POS012157,449,26/12/2024,Defective,19.74,2,ecom
RET002755,POS027548,9,2024-11-03,Defective,70.91,2,ecom
RET002756,POS028162,108,,Size issue,38.64,2,ECOM
RET002757,POS016267,496,2024-10-13,Late delivery,178.06,3,pos
RET002758,POS004254,445,2024-07-12,N/A,101.57,3,ECOM
RET002759,POS000425,358,2024-12-06,Changed mind,111.09,1,ECOM
RET002760,POS019937,65,09-03-2024,Defective,40.71,3,pos
RET002761,POS017312,220,2024-12-28,Late delivery,39.41,3,POS
RET002762,POS021569,207,10-01-2024,N/A,24.05,3,POS
RET002763,ECOM007731,3,03-17-2024,Defective,45.71,2,ecom
RET002764,POS017159,478,29/11/2024,Defective,25.8,2,POS
RET002765,ECOM005905,79,2024-09-07,Damaged,152.79,2,ecom
RET002766,POS018143,118,16/11/2024,Size issue,172.42,3,pos
RET002767,ECOM013841,274,06/05/2024,Defective,69.93,3,ECOM
RET002768,POS006583,161,06-04-2024,lorem ipsum,114.89,3,pos
RET002769,ECOM012137,192,28/05/2024,Size issue,87.91,2,ecom
RET002770,POS005850,448,22/09/2024,Late delivery,199.3,1,POS
RET002771,POS024717,156,2024-10-05,Late delivery,106.39,1,ECOM
RET002772,ECOM006680,222,30/11/2024,Changed mind,11.5,3,POS
RET002773,POS009578,201,2024-07-25,Defective,130.46,1,ECOM
RET002774,POS022387,250,2024-12-12,Late delivery,180.27,1,ECOM
