order_id,customer_id,order_timestamp,order_status,channel,shipping_cost,total_amount,discount_amount,device_type,traffic_source
ECOM006944,CUST04075,11/28/2024 18:49,COMPLETED,WEB,16.46,223.4,12.05,MOBILE,Referral
ECOM006945,CUST01788,2024/04/09 02:34 AM,complete,MOBILE_APP,7.56,321.67,48.73,mobile,Referral
ECOM006946,CUST08505,2024-03-14 17:31:00,Pending,MOBILE_APP,7.35,115.96,22.16,Mobile,Google
ECOM006947,CUST11890,2024-09-03 09:35:00,COMPLETED,WEB,18.75,366.61,14.43,Desktop,Facebook
ECOM006948,CUST04507,08/27/2024 07:37,Cancelled,WEB,8.18,202.99,30.72,mobile,Direct
ECOM006949,CUST07195,12/06/2024 03:48,Cancelled,WEB,13.46,334.62,50.52,mobile,Email
ECOM006950,CUST07846,2024/10/02 05:04 AM,complete,MOBILE_APP,14.38,327.17,11.1,MOBILE,Referral
ECOM006951,CUST04336,07-02-2024 21:36,Pending,MOBILE_APP,9.51,300.47,12.48,Desktop,Direct
ECOM006952,CUST02539,09/07/2024 17:57,pending,WEB,13.0,325.4,25.09,desktop,Referral
ECOM006953,CUST10678,10/16/2024 17:40,pending,WEB,0.84,81.99,0.05,Mobile,Google
ECOM006954,CUST04088,10-08-2024 23:55,cancelled,MOBILE_APP,12.23,147.64,25.17,MOBILE,Email
ECOM006955,CUST05388,2024/06/28 03:49 AM,completed,MOBILE_APP,12.0,273.13,39.86,desktop,Google
ECOM006956,CUST05901,26-01-2024 15:11,cancelled,MARKETPLACE,10.81,272.7,34.71,desktop,Direct
ECOM006957,CUST05734,09/02/2024 23:25,Pending,MOBILE_APP,8.8,339.91,33.43,MOBILE,Instagram
ECOM006958,CUST01276,2024-02-27 18:07:00,COMPLETE,MARKETPLACE,15.73,314.03,37.8,desktop,Instagram
ECOM006959,CUST04321,2024-04-02 00:06:00,complete,WEB,19.31,372.31,59.4,desktop,Direct
ECOM006960,CUST04459,11-04-2024 07:14,CANCELLED,MOBILE_APP,12.45,131.99,4.92,Mobile,Google
ECOM006961,CUST01549,28-04-2024 16:50,complete,MARKETPLACE,11.27,109.63,1.9,mobile,Facebook
ECOM006962,CUST05224,2024/11/01 03:00 PM,COMPLETE,WEB,8.95,187.84,4.76,desktop,Instagram
ECOM006963,CUST08683,2024-03-11 19:35:00,cancelled,MOBILE_APP,14.05,180.25,29.75,MOBILE,Google
ECOM006964,CUST08744,05/17/2024 22:51,pending,WEB,6.08,270.83,45.25,desktop,Facebook
ECOM006965,CUST08786,21-06-2024 13:16,Pending,MARKETPLACE,17.33,351.7,55.44,MOBILE,Google
ECOM006966,CUST06918,2024/11/20 07:02 PM,Pending,MARKETPLACE,18.66,364.41,40.36,MOBILE,Instagram
ECOM006967,CUST11538,2024-04-04 12:53:00,COMPLETED,MARKETPLACE,9.68,119.31,5.07,Tablet,Referral
ECOM006968,CUST10935,2024-04-11 20:38:00,completed,WEB,18.62,330.65,29.84,mobile,Instagram
ECOM006969,CUST09779,12/03/2024 02:09,completed,MARKETPLACE,3.79,233.87,27.95,desktop,Referral
ECOM006970,CUST01237,2024/03/02 09:44 AM,completed,WEB,12.47,376.58,63.33,Tablet,Referral
ECOM006971,CUST00100,2024-10-25 22:44:00,completed,MARKETPLACE,13.21,299.72,48.06,MOBILE,Referral
ECOM006972,CUST04277,06/18/2024 21:28,cancelled,MOBILE_APP,1.28,170.92,13.39,desktop,Google
ECOM006973,CUST11030,2024-06-27 23:13:00,Cancelled,WEB,0.86,190.47,0.62,desktop,Email
ECOM006974,CUST11233,02-01-2024 16:33,completed,WEB,7.26,98.89,5.03,desktop,Facebook
ECOM006975,CUST08403,05/22/2024 05:32,pending,WEB,14.65,156.36,23.07,Mobile,Facebook
ECOM006976,CUST05413,2024-10-17 17:51:00,cancelled,MARKETPLACE,18.88,,,Mobile,Instagram
ECOM006977,CUST11148,03/20/2024 06:34,Complete,MOBILE_APP,17.24,283.74,53.19,Tablet,Facebook
ECOM006978,CUST05326,08-03-2024 12:19,COMPLETED,WEB,1.04,,,Tablet,Instagram
ECOM006979,CUST08523,2024-10-10 22:36:00,completed,MOBILE_APP,12.22,310.55,57.74,Desktop,Direct
ECOM006980,CUST05858,2024/10/02 06:30 AM,Pending,MOBILE_APP,16.28,174.69,30.7,Tablet,Google
ECOM006981,CUST05019,05/22/2024 10:07,Cancelled,MOBILE_APP,15.33,289.35,33.1,MOBILE,Instagram
ECOM006982,CUST03229,02/13/2024 05:20,Completed,MARKETPLACE,8.42,341.97,61.49,Desktop,Referral
ECOM006983,CUST11751,24-03-2024 13:41,COMPLETED,MOBILE_APP,12.77,342.02,1.01,desktop,Google
ECOM006984,CUST11693,2024-10-01 16:42:00,PENDING,MARKETPLACE,16.94,72.52,11.92,MOBILE,Google
ECOM006985,CUST02523,09/04/2024 13:38,COMPLETE,WEB,9.22,61.6,2.72,desktop,Direct
ECOM006986,CUST02355,09/14/2024 16:44,completed,MOBILE_APP,17.63,23.93,2.49,MOBILE,Referral
ECOM006987,CUST02861,2024-11-25 02:05:00,cancelled,MOBILE_APP,9.29,187.12,21.02,mobile,Referral
ECOM006988,CUST10074,2024-05-11 23:49:00,PENDING,MARKETPLACE,0.16,61.39,2.14,mobile,Email
ECOM006989,CUST06466,11/23/2024 08:24,PENDING,MOBILE_APP,12.24,,,mobile,Referral
ECOM006990,CUST04820,31-05-2024 07:34,complete,MOBILE_APP,17.8,338.94,44.45,Mobile,Email
ECOM006991,CUST00145,2024/12/19 11:11 PM,completed,MARKETPLACE,1.54,387.67,24.1,Desktop,Facebook
ECOM006992,CUST09514,2024/06/04 05:27 AM,PENDING,MOBILE_APP,13.27,23.36,1.02,mobile,Instagram
ECOM006993,CUST01659,2024-07-03 09:38:00,Complete,MOBILE_APP,7.82,285.02,28.49,mobile,Facebook
ECOM006994,CUST11418,2024-01-11 05:27:00,cancelled,WEB,17.76,344.37,9.46,Desktop,Facebook
ECOM006995,CUST11921,2024/10/24 02:21 AM,pending,WEB,16.25,355.57,29.92,Tablet,Email
ECOM006996,CUST01062,2024/01/22 02:51 AM,Cancelled,MARKETPLACE,0.79,263.15,33.57,Desktop,Email
ECOM006997,CUST01422,09-05-2024 15:44,pending,MARKETPLACE,6.33,262.79,16.24,desktop,Facebook
ECOM006998,CUST00584,2024/02/20 12:59 AM,pending,MARKETPLACE,10.1,,,Tablet,Direct
ECOM006999,CUST03768,2024/05/27 11:30 PM,PENDING,MOBILE_APP,14.4,390.25,74.67,mobile,Referral
ECOM007000,CUST10708,04/23/2024 06:20,completed,WEB,7.66,308.32,46.77,Tablet,Referral
ECOM007001,CUST10873,2024/02/02 12:12 PM,COMPLETE,MOBILE_APP,15.79,285.51,6.4,Mobile,Google
ECOM007002,CUST04404,2024/02/05 01:37 AM,Pending,WEB,1.39,312.81,37.16,Tablet,Instagram
ECOM007003,CUST03167,2024/02/17 04:10 PM,Pending,WEB,17.72,,,Desktop,Facebook
ECOM007004,CUST10561,2024/01/25 01:07 PM,pending,WEB,12.44,72.75,11.98,desktop,Direct
ECOM007005,CUST03670,2024-03-31 00:58:00,complete,WEB,15.21,190.03,24.02,MOBILE,Google
ECOM007006,CUST05511,27-05-2024 00:03,Completed,MOBILE_APP,14.94,102.02,4.87,Tablet,Email
ECOM007007,CUST04045,2024-04-13 14:23:00,completed,MARKETPLACE,6.31,336.28,23.46,Mobile,Facebook
ECOM007008,CUST04685,2024-11-29 02:37:00,COMPLETED,WEB,14.65,236.44,38.46,MOBILE,Google
ECOM007009,CUST10508,2024-11-01 00:09:00,cancelled,WEB,16.75,182.33,23.54,Tablet,Facebook
ECOM007010,CUST08089,2024-04-09 07:38:00,complete,WEB,12.09,258.99,25.27,mobile,Google
ECOM007011,CUST11391,2024-11-28 05:47:00,COMPLETE,MARKETPLACE,15.11,195.81,15.05,mobile,Email
ECOM007012,CUST11111,2024/05/30 08:42 PM,Cancelled,WEB,9.58,345.65,38.21,Desktop,Direct
ECOM007013,CUST04673,27-03-2024 05:16,completed,MARKETPLACE,1.09,93.13,15.09,MOBILE,Email
ECOM007014,CUST00483,2024-06-15 12:42:00,pending,MARKETPLACE,2.54,251.18,19.25,Tablet,Facebook
ECOM007015,CUST04210,07/13/2024 06:33,complete,MOBILE_APP,9.43,166.68,3.38,mobile,Instagram
ECOM007016,CUST03584,2024-07-27 02:03:00,completed,MOBILE_APP,1.42,334.64,26.56,mobile,Google
ECOM007017,CUST06837,14-06-2024 20:14,COMPLETE,WEB,6.42,392.81,26.61,Mobile,Email
ECOM007018,CUST05768,2024/07/21 07:01 PM,Cancelled,MOBILE_APP,8.86,157.76,1.22,Mobile,Email
ECOM007019,CUST09746,11/24/2024 08:21,completed,MOBILE_APP,4.02,,,Tablet,Instagram
ECOM007020,CUST10543,2024-08-27 06:32:00,pending,MARKETPLACE,4.34,,,MOBILE,Facebook
ECOM007021,CUST01503,2024/01/09 01:28 AM,cancelled,MARKETPLACE,9.2,211.83,3.07,MOBILE,Referral
ECOM007022,CUST02236,28-12-2024 19:30,Completed,MOBILE_APP,16.99,100.13,4.3,MOBILE,Referral
ECOM007023,CUST05600,2024-01-18 18:39:00,CANCELLED,WEB,6.32,258.83,26.95,MOBILE,Google
ECOM007024,CUST01188,2024/03/14 06:49 PM,Completed,MARKETPLACE,19.95,389.15,9.39,mobile,Instagram
ECOM007025,CUST08629,2024-04-09 05:02:00,completed,MOBILE_APP,16.28,69.51,11.83,mobile,Facebook
ECOM007026,CUST06674,04/17/2024 13:33,pending,MARKETPLACE,13.04,76.24,2.45,Tablet,Referral
ECOM007027,CUST05594,14-09-2024 14:15,Pending,MOBILE_APP,13.73,,,MOBILE,Instagram
ECOM007028,CUST03398,2024-11-29 02:46:00,COMPLETED,MOBILE_APP,1.75,79.23,3.4,Desktop,Referral
ECOM007029,CUST06290,06-01-2024 14:08,cancelled,WEB,1.95,197.83,19.59,MOBILE,Facebook
ECOM007030,CUST04985,26-09-2024 22:38,CANCELLED,WEB,12.3,223.88,32.05,mobile,Facebook
ECOM007031,CUST07287,2024/03/10 02:11 AM,COMPLETE,MOBILE_APP,8.58,130.73,15.69,desktop,Referral
ECOM007032,CUST00986,2024-06-30 00:37:00,Cancelled,WEB,9.81,,,MOBILE,Referral
ECOM007033,CUST09855,2024/10/23 05:24 AM,pending,MARKETPLACE,15.78,206.83,27.32,desktop,Instagram
ECOM007034,CUST11784,10/06/2024 04:07,completed,WEB,11.59,56.1,1.03,mobile,Direct
ECOM007035,CUST02610,2024-07-13 00:15:00,PENDING,WEB,1.35,57.21,8.46,desktop,Instagram
ECOM007036,CUST08983,14-02-2024 20:59,cancelled,MOBILE_APP,16.97,238.48,0.91,Mobile,Referral
ECOM007037,CUST02761,2024/09/10 12:14 AM,completed,MARKETPLACE,10.0,144.52,16.82,MOBILE,Facebook
ECOM007038,CUST00383,2024-02-23 22:49:00,Cancelled,MOBILE_APP,6.44,53.69,9.96,mobile,Facebook
ECOM007039,CUST08539,12/20/2024 08:58,cancelled,MARKETPLACE,6.89,126.85,10.02,Desktop,Email
ECOM007040,CUST07355,2024-06-29 13:55:00,COMPLETED,MARKETPLACE,2.32,257.86,39.82,mobile,Google
ECOM007041,CUST00699,2024-08-13 08:30:00,Completed,WEB,17.4,338.2,11.37,desktop,Direct
ECOM007042,CUST04605,14-09-2024 00:34,COMPLETED,MARKETPLACE,17.14,127.85,17.06,desktop,Facebook
ECOM007043,CUST08905,02/23/2024 09:21,completed,WEB,5.52,146.29,17.5,mobile,Direct
ECOM007044,CUST04242,18-01-2024 10:47,complete,WEB,6.97,193.33,11.01,mobile,Email
ECOM007045,CUST03504,14-01-2024 11:31,completed,WEB,9.42,377.56,30.77,Mobile,Referral
ECOM007046,CUST02842,2024/08/24 10:11 AM,Completed,MOBILE_APP,5.12,237.96,16.76,Tablet,Instagram
ECOM007047,CUST07824,22-09-2024 06:14,cancelled,MOBILE_APP,15.75,89.86,1.76,mobile,Direct
ECOM007048,CUST10569,08/29/2024 07:12,cancelled,WEB,1.21,340.41,9.82,mobile,Referral
ECOM007049,CUST00397,2024/03/07 07:00 AM,COMPLETED,MOBILE_APP,15.91,257.01,48.66,Desktop,Google
ECOM007050,CUST01641,2024-08-31 04:32:00,completed,WEB,17.44,187.05,2.81,Tablet,Facebook
ECOM007051,CUST10329,2024-08-29 20:28:00,pending,WEB,17.75,86.12,10.0,desktop,Direct
ECOM007052,CUST09986,2024/08/29 11:47 PM,complete,MARKETPLACE,9.94,189.72,26.52,mobile,Instagram
ECOM007053,CUST00284,10/24/2024 16:50,COMPLETED,WEB,18.27,160.59,6.99,mobile,Direct
ECOM007054,CUST10941,07-04-2024 07:06,COMPLETE,MOBILE_APP,12.59,257.04,0.78,desktop,Facebook
ECOM007055,CUST05175,02/21/2024 00:31,Complete,MARKETPLACE,15.27,285.23,47.87,MOBILE,Instagram
ECOM007056,CUST02214,19-01-2024 06:49,cancelled,WEB,4.57,336.99,54.74,Tablet,Facebook
ECOM007057,CUST10888,06/09/2024 15:05,COMPLETE,WEB,9.73,,,Mobile,Google
ECOM007058,CUST09815,2024/01/10 12:26 PM,Completed,MARKETPLACE,12.8,320.66,26.56,Desktop,Direct
ECOM007059,CUST06955,01/06/2024 11:03,COMPLETED,WEB,6.16,54.23,2.38,Tablet,Facebook
ECOM007060,CUST00887,2024/03/12 05:49 PM,Complete,MARKETPLACE,16.31,217.63,24.13,MOBILE,Facebook
ECOM007061,CUST00010,04/22/2024 11:15,cancelled,WEB,12.32,292.71,7.91,Tablet,Referral
ECOM007062,CUST07106,2024-02-05 09:23:00,pending,MOBILE_APP,13.53,194.3,10.5,Mobile,Referral
ECOM007063,CUST04263,2024/05/17 06:18 AM,CANCELLED,MARKETPLACE,8.75,386.89,13.56,Desktop,Google
ECOM007064,CUST05986,2024-02-09 01:14:00,pending,MARKETPLACE,19.68,237.77,19.48,desktop,Instagram
ECOM007065,CUST01468,11/26/2024 15:16,cancelled,MOBILE_APP,7.19,203.03,30.91,Desktop,Email
ECOM007066,CUST02233,2024/01/08 07:50 AM,Cancelled,MARKETPLACE,5.72,64.01,11.2,Desktop,Referral
ECOM007067,CUST03252,12/01/2024 05:02,Pending,WEB,13.25,288.03,31.44,mobile,Facebook
ECOM007068,CUST11613,08/27/2024 04:02,completed,WEB,9.01,310.06,2.09,Tablet,Instagram
ECOM007069,CUST02342,14-12-2024 04:16,completed,WEB,2.57,232.97,22.55,desktop,Direct
ECOM007070,CUST05760,2024-05-08 09:15:00,CANCELLED,MARKETPLACE,15.02,147.66,20.22,Tablet,Google
ECOM007071,CUST02516,2024/01/28 04:31 PM,complete,WEB,17.44,340.21,59.41,mobile,Facebook
ECOM007072,CUST09537,2024/03/07 10:04 PM,PENDING,MOBILE_APP,2.52,309.14,40.59,Tablet,Referral
ECOM007073,CUST00356,2024/07/03 11:06 AM,Cancelled,MOBILE_APP,19.63,,,desktop,Email
ECOM007074,CUST06741,05-02-2024 12:01,completed,MOBILE_APP,19.57,141.35,11.36,Tablet,Email
ECOM007075,CUST11901,2024/10/26 04:55 PM,CANCELLED,WEB,3.19,41.84,5.88,Desktop,Email
ECOM007076,CUST10398,2024/01/28 05:20 AM,CANCELLED,MOBILE_APP,18.22,27.69,1.67,Desktop,Email
ECOM007077,CUST08758,06-03-2024 00:56,Cancelled,MOBILE_APP,5.09,,,Desktop,Google
ECOM007078,CUST02318,09/17/2024 07:54,PENDING,MOBILE_APP,5.89,185.14,9.1,Tablet,Google
ECOM007079,CUST04133,2024/08/16 07:17 PM,cancelled,MARKETPLACE,1.37,,,mobile,Instagram
ECOM007080,CUST04151,2024/11/18 07:16 AM,completed,MARKETPLACE,13.04,309.52,60.29,Mobile,Instagram
ECOM007081,CUST05234,2024/10/09 12:51 PM,Complete,MARKETPLACE,3.17,49.06,6.12,mobile,Google
ECOM007082,CUST00736,06/10/2024 16:13,pending,MARKETPLACE,0.06,278.75,27.37,mobile,Instagram
ECOM007083,CUST09753,2024-03-25 05:44:00,pending,WEB,13.47,159.7,22.44,desktop,Direct
ECOM007084,CUST08083,2024/04/29 11:00 AM,pending,MOBILE_APP,4.49,43.49,7.98,MOBILE,Direct
ECOM007085,CUST09570,12-04-2024 20:04,completed,WEB,7.51,115.92,17.08,Desktop,Facebook
ECOM007086,CUST05007,20-02-2024 22:27,completed,MARKETPLACE,19.15,213.71,8.12,desktop,Facebook
ECOM007087,CUST06009,10/31/2024 16:13,Complete,WEB,6.48,257.03,35.42,Tablet,Facebook
ECOM007088,CUST07533,2024-06-03 01:56:00,completed,MARKETPLACE,9.42,365.39,21.02,desktop,Instagram
ECOM007089,CUST05125,2024/12/28 01:18 PM,cancelled,MARKETPLACE,7.91,,,Desktop,Direct
ECOM007090,CUST00325,2024/03/10 10:34 AM,completed,MARKETPLACE,6.8,381.44,72.67,Desktop,Email
ECOM007091,CUST02805,2024/02/27 06:42 AM,pending,MARKETPLACE,11.15,174.77,5.44,Desktop,Referral
ECOM007092,CUST01887,2024/04/14 12:33 PM,pending,MOBILE_APP,7.15,320.1,40.98,MOBILE,Facebook
ECOM007093,CUST00986,2024-09-30 20:08:00,completed,WEB,7.19,292.03,58.02,Tablet,Facebook
ECOM007094,CUST09550,2024-06-10 14:33:00,completed,WEB,11.38,75.33,7.01,mobile,Instagram
ECOM007095,CUST03532,07/22/2024 21:07,PENDING,WEB,0.27,150.92,11.89,desktop,Direct
ECOM007096,CUST05483,18-03-2024 12:39,complete,WEB,18.3,77.36,13.38,Mobile,Email
ECOM007097,CUST06161,04/03/2024 02:53,complete,WEB,9.15,256.79,15.69,Tablet,Google
ECOM007098,CUST07654,2024/01/17 09:13 AM,Cancelled,MOBILE_APP,5.38,206.17,33.5,MOBILE,Facebook
ECOM007099,CUST09939,2024/07/19 08:07 PM,complete,MARKETPLACE,9.92,109.14,12.81,desktop,Email
ECOM007100,CUST09323,2024-08-14 03:49:00,Pending,MARKETPLACE,2.02,124.37,6.76,mobile,Google
ECOM007101,CUST04173,12/22/2024 07:51,COMPLETE,WEB,3.8,194.74,37.51,Mobile,Referral
ECOM007102,CUST03711,2024/11/29 09:36 PM,COMPLETED,MOBILE_APP,14.02,252.18,24.6,Mobile,Email
ECOM007103,CUST03937,05/29/2024 10:47,complete,MARKETPLACE,10.8,,,mobile,Instagram
ECOM007104,CUST09026,02/03/2024 06:10,completed,MARKETPLACE,11.81,124.47,19.2,MOBILE,Instagram
ECOM007105,CUST05012,2024-10-08 23:33:00,CANCELLED,MOBILE_APP,14.06,259.56,30.26,Mobile,Google
ECOM007106,CUST08717,2024-02-29 09:24:00,Pending,MOBILE_APP,13.68,187.65,12.15,mobile,Direct
ECOM007107,CUST11902,03/20/2024 09:38,COMPLETED,MARKETPLACE,15.97,201.0,38.8,Desktop,Facebook
ECOM007108,CUST09360,2024-06-22 16:56:00,cancelled,MOBILE_APP,0.54,141.01,0.93,MOBILE,Email
ECOM007109,CUST03991,2024-02-08 05:52:00,pending,WEB,14.83,200.46,5.63,MOBILE,Instagram
ECOM007110,CUST10336,2024-08-13 13:13:00,completed,WEB,12.25,36.25,2.11,MOBILE,Instagram
ECOM007111,CUST05103,2024/02/17 01:05 PM,pending,MARKETPLACE,13.27,250.07,26.55,Tablet,Facebook
ECOM007112,CUST01228,2024-09-30 08:51:00,COMPLETED,WEB,11.42,335.18,54.75,desktop,Facebook
ECOM007113,CUST05145,2024/01/07 09:09 AM,Completed,MOBILE_APP,5.26,63.22,7.56,mobile,Google
ECOM007114,CUST08434,2024/05/29 01:35 AM,pending,MOBILE_APP,2.74,164.53,32.61,MOBILE,Direct
ECOM007115,CUST05701,2024-06-20 23:11:00,COMPLETED,WEB,8.78,232.45,23.11,MOBILE,Email
ECOM007116,CUST05474,05-08-2024 11:16,pending,MOBILE_APP,12.69,214.8,21.81,MOBILE,Direct
ECOM007117,CUST06279,01/31/2024 08:40,CANCELLED,MARKETPLACE,8.69,285.46,51.1,desktop,Referral
ECOM007118,CUST10074,2024-05-04 13:50:00,Cancelled,MARKETPLACE,13.8,339.85,63.76,Desktop,Instagram
ECOM007119,CUST11078,07/30/2024 02:56,completed,MOBILE_APP,6.68,175.63,25.14,mobile,Instagram
ECOM007120,CUST07491,2024-07-14 06:26:00,completed,WEB,0.55,335.53,35.2,MOBILE,Google
ECOM007121,CUST09711,09/22/2024 10:50,COMPLETE,MARKETPLACE,13.72,145.93,15.07,MOBILE,Google
ECOM007122,CUST06559,2024/07/31 01:31 PM,PENDING,MOBILE_APP,11.32,89.36,10.76,desktop,Direct
ECOM007123,CUST05551,08/08/2024 12:44,completed,WEB,18.47,256.33,24.88,desktop,Instagram
ECOM007124,CUST09263,2024-11-07 06:12:00,cancelled,MOBILE_APP,18.83,20.08,2.06,desktop,Direct
ECOM007125,CUST09328,01/19/2024 15:27,Cancelled,WEB,7.99,111.29,21.11,Tablet,Facebook
ECOM007126,CUST11485,16-04-2024 04:12,CANCELLED,MOBILE_APP,7.66,100.0,17.74,Tablet,Facebook
ECOM007127,CUST11569,2024-06-01 03:47:00,pending,MARKETPLACE,13.15,219.91,34.55,desktop,Email
ECOM007128,CUST08309,11/14/2024 23:36,complete,MOBILE_APP,4.98,123.26,0.3,Mobile,Instagram
ECOM007129,CUST08431,2024-01-15 23:15:00,complete,MARKETPLACE,8.54,51.75,8.14,MOBILE,Email
ECOM007130,CUST08140,2024/02/26 06:20 AM,PENDING,MARKETPLACE,12.81,59.61,7.45,desktop,Instagram
ECOM007131,CUST08591,2024/07/01 05:20 PM,PENDING,MARKETPLACE,19.53,378.56,14.56,MOBILE,Referral
ECOM007132,CUST04488,2024/06/25 04:50 PM,pending,MARKETPLACE,14.77,154.83,19.47,MOBILE,Google
ECOM007133,CUST05548,2024-06-11 09:09:00,PENDING,MOBILE_APP,18.11,312.41,32.57,Desktop,Facebook
ECOM007134,CUST02622,2024-01-03 10:26:00,completed,MOBILE_APP,5.91,88.2,3.62,Mobile,Instagram
ECOM007135,CUST09417,30-07-2024 16:24,COMPLETE,MARKETPLACE,6.48,280.99,47.19,mobile,Google
ECOM007136,CUST04644,2024-10-23 10:01:00,CANCELLED,WEB,1.19,56.14,7.56,MOBILE,Referral
ECOM007137,CUST01978,01/17/2024 05:34,completed,MOBILE_APP,1.83,148.79,26.45,desktop,Direct
ECOM007138,CUST10658,2024-11-01 23:15:00,Complete,WEB,5.18,305.95,22.12,mobile,Email
ECOM007139,CUST09616,07/09/2024 16:26,cancelled,WEB,18.68,105.17,0.99,mobile,Referral
ECOM007140,CUST03242,2024/08/07 12:21 AM,Cancelled,WEB,6.48,299.27,29.52,Mobile,Email
ECOM007141,CUST05441,17-06-2024 15:00,COMPLETED,WEB,19.2,332.04,51.19,Mobile,Instagram
ECOM007142,CUST02192,05/28/2024 04:09,COMPLETED,MARKETPLACE,17.25,196.8,26.71,desktop,Facebook
ECOM007143,CUST02512,12-03-2024 14:20,Pending,MARKETPLACE,19.24,380.03,32.46,mobile,Facebook
ECOM007144,CUST01390,2024-08-02 00:30:00,complete,MARKETPLACE,15.58,340.38,47.24,mobile,Referral
ECOM007145,CUST10931,2024/02/26 05:49 PM,CANCELLED,MOBILE_APP,13.88,366.73,27.33,Mobile,Direct
ECOM007146,CUST09543,17-08-2024 17:11,COMPLETE,WEB,16.98,187.74,17.82,mobile,Direct
ECOM007147,CUST02700,2024-06-04 02:00:00,complete,MOBILE_APP,14.51,171.57,19.92,desktop,Direct
ECOM007148,CUST07464,09/05/2024 05:49,pending,WEB,18.31,263.67,35.08,Desktop,Google
ECOM007149,CUST05499,2024/06/04 02:59 PM,COMPLETED,MARKETPLACE,0.38,39.09,5.54,mobile,Referral
ECOM007150,CUST06079,04/29/2024 11:48,cancelled,MARKETPLACE,0.1,86.63,14.06,mobile,Google
ECOM007151,CUST01310,2024/05/07 12:48 PM,COMPLETE,MOBILE_APP,3.83,392.49,39.88,MOBILE,Referral
ECOM007152,CUST03297,2024-02-05 20:58:00,pending,WEB,1.76,,,MOBILE,Direct
ECOM007153,CUST08699,06-11-2024 05:41,pending,WEB,15.29,142.55,6.25,desktop,Facebook
ECOM007154,CUST00210,2024-02-25 02:00:00,COMPLETED,MOBILE_APP,10.79,331.58,19.4,Mobile,Direct
ECOM007155,CUST03417,17-03-2024 17:46,cancelled,MARKETPLACE,13.89,194.54,27.08,Tablet,Referral
ECOM007156,CUST02701,08-06-2024 04:38,cancelled,WEB,5.9,91.88,14.41,desktop,Direct
ECOM007157,CUST02135,2024/06/10 06:54 PM,cancelled,MOBILE_APP,5.05,72.95,12.11,MOBILE,Instagram
ECOM007158,CUST01562,2024-05-22 08:25:00,completed,WEB,19.22,244.86,21.2,Desktop,Instagram
ECOM007159,CUST04381,07/24/2024 13:14,Cancelled,WEB,1.79,182.63,28.52,Mobile,Referral
ECOM007160,CUST07367,2024-02-26 08:17:00,CANCELLED,MOBILE_APP,6.92,310.22,26.26,mobile,Email
ECOM007161,CUST05873,2024-10-10 13:56:00,completed,WEB,19.58,397.29,12.58,Desktop,Facebook
ECOM007162,CUST03419,24-10-2024 17:50,COMPLETED,MOBILE_APP,8.43,344.07,17.37,desktop,Google
ECOM007163,CUST06226,05/12/2024 08:37,completed,MARKETPLACE,7.31,143.48,15.39,Tablet,Direct
ECOM007164,CUST08677,2024-01-08 19:32:00,Complete,MARKETPLACE,19.09,397.35,44.64,desktop,Instagram
ECOM007165,CUST04885,07/06/2024 10:55,Completed,MOBILE_APP,8.57,,,Tablet,Facebook
ECOM007166,CUST07062,07-03-2024 05:44,completed,MOBILE_APP,8.24,184.16,8.08,desktop,Direct
ECOM007167,CUST04420,2024-12-03 20:51:00,complete,WEB,17.95,87.0,3.6,Desktop,Referral
ECOM007168,CUST08118,2024/03/18 08:16 PM,COMPLETED,MARKETPLACE,11.47,119.99,21.75,desktop,Referral
ECOM007169,CUST06390,2024/02/08 10:53 AM,CANCELLED,MOBILE_APP,18.72,295.88,52.62,Tablet,Referral
ECOM007170,CUST09478,04/30/2024 10:04,COMPLETE,WEB,15.5,271.16,38.46,Desktop,Facebook
ECOM007171,CUST05200,28-04-2024 02:42,pending,MOBILE_APP,10.77,,,Mobile,Email
ECOM007172,CUST03722,01/10/2024 20:12,pending,WEB,19.5,120.2,5.84,mobile,Referral
ECOM007173,CUST05803,2024-02-09 21:32:00,completed,WEB,18.96,315.1,33.3,mobile,Instagram
ECOM007174,CUST01759,2024-01-07 22:21:00,COMPLETE,WEB,19.22,196.75,2.11,Tablet,Direct
ECOM007175,CUST03198,2024/09/23 11:31 AM,completed,MOBILE_APP,14.56,,,mobile,Email
ECOM007176,CUST04460,2024-09-23 11:33:00,pending,MARKETPLACE,13.02,228.91,18.88,Mobile,Referral
ECOM007177,CUST06484,2024-09-11 10:25:00,cancelled,WEB,3.59,67.16,12.55,MOBILE,Google
ECOM007178,CUST11234,2024-05-30 06:14:00,complete,WEB,7.5,161.0,14.47,mobile,Google
ECOM007179,CUST03995,2024/12/11 06:24 AM,Complete,MOBILE_APP,3.89,116.34,14.17,Tablet,Direct
ECOM007180,CUST09742,30-06-2024 12:25,cancelled,WEB,7.56,232.53,44.91,MOBILE,Facebook
ECOM007181,CUST06022,2024/06/05 06:18 PM,PENDING,WEB,5.6,214.65,10.07,mobile,Direct
ECOM007182,CUST04292,06-12-2024 11:16,cancelled,MOBILE_APP,6.2,,,mobile,Email
ECOM007183,CUST04698,2024/08/31 11:31 PM,completed,MOBILE_APP,17.13,26.16,4.62,Desktop,Email
ECOM007184,CUST02834,03-05-2024 07:09,completed,MARKETPLACE,12.91,348.78,33.56,Mobile,Email
ECOM007185,CUST10290,22-06-2024 19:22,cancelled,MARKETPLACE,12.76,214.44,2.29,mobile,Google
